text1,labels
"has established persistence by creating autostart extensibility point (ASEP) Registry entries in the Run key and other Registry keys, as well as by creating shortcuts in the Internet Explorer Quick Start folder.",['T1547.001']
has established persistence by setting the HKCU\Software\Microsoft\Windows\CurrentVersion\Run key value for wdm to the path of the executable. It has also used the Registry entry HKEY_USERS\Software\Microsoft\Windows\CurrentVersion\Run vpdn “%ALLUSERPROFILE%\%APPDATA%\vpdn\VPDN_LU.exe” to establish persistence.,['T1547.001']
has established persistence by using S4U tasks as well as the Scheduled Task option in PowerShell Empire.,['T1053.005']
has established persistence by using the Registry option in PowerShell Empire to add a Run key.,['T1547.001']
"has inserted garbage characters into code, presumably to avoid anti-virus detection.",['T1027.001']
has obfuscated DLLs and functions using dummy API calls inserted between real instructions.,['T1027.001']
has packed malware payloads before delivery to victims.,['T1027.002']
has performed DLL search order hijacking to execute their payload.,['T1574.001']
has performed timestomping on victim files.,['T1070.006']
has registered itself as a scheduled task to run each time the current user logs in.,['T1053.005']
has registered itself as a service to establish persistence.,['T1543.003']
has run a plug-in on a victim to spread through the local network by using  and accessing admin shares.,['T1021.002']
has sent malicious Office documents via email as part of spearphishing campaigns as well as executables disguised as documents.,['T1598.002']
has sent malicious Word OLE compound documents to victims.,['T1559.002']
"has sent spearphishing emails with malicious attachments, including .rtf, .doc, and .xls files.",['T1598.002']
"has sent spearphishing emails with various attachment types to corporate and personal email accounts of victim organizations. Attachment types have included .rtf, .doc, .xls, archives containing LNK files, and password protected archives containing .exe and .scr executables.",['T1598.002']
"has several modules that search the Windows Registry for stored credentials: Get-UnattendedInstallFile, Get-Webconfig, Get-ApplicationHost, Get-SiteListPassword, Get-CachedGPPPassword, and Get-RegistryAutoLogon.",['T1552.002']
has targeted victims using spearphishing emails with malicious Microsoft Word attachments.,['T1598.002']
has targeted victims with spearphishing emails containing malicious Microsoft Word documents.,['T1598.002']
has tested malware samples to determine AV detection and subsequently modified the samples to ensure AV evasion.,['T1027.005']
has the ability to identify any anti-virus installed on the infected system.,['T1518.001']
has the ability to scan for security tools such as firewalls and antivirus tools.,['T1518.001']
has the capability to delete files off the victim’s machine.,['T1070.004']
has the capability to delete local files.,['T1070.004']
has the capability to schedule remote AT jobs.,['T1053.005']
has the capability to use rm -rf to remove folders and files from the victim's machine.,['T1070.004']
"has updated and modified its malware, resulting in different hash values that evade detection.",['T1027.005']
has used a batch script that adds a Registry Run key to establish malware persistence.,['T1547.001']
has used a Metasploit PowerShell module to download and execute shellcode and to set up a local listener.,['T1059.001']
has used  and  to register a scheduled task to execute malware during lateral movement.,['T1053.005']
has used appcmd.exe to disable logging on a victim server.,['T1562.001']
has used application shim databases for persistence.,['T1546.011']
has used a Registry Run key to establish persistence by executing JavaScript code within the rundll32.exe process.,['T1547.001']
has used a scheduled task for persistence.,['T1053.005']
has used a script (atexec.py) to execute a command on a target machine via Task Scheduler.,['T1053.005']
has used a tool known as RemoteExec (similar to ) to remotely execute batch scripts and binaries.,['T1569.002']
has used batch scripts and scheduled tasks to delete critical system files.,['T1070.004']
has used CMSTP.exe and a malicious INF to execute its  payload.,['T1218.003']
has used code-signing certificates on its malware that are either forged due to weak keys or stolen.,['T1553.002']
has used COM hijacking for persistence by replacing the legitimate MMDeviceEnumerator object with a payload.,['T1546.015']
has used COM hijacking to establish persistence by hijacking a class named MMDeviceEnumerator and also by registering the payload as a Shell Icon Overlay handler COM object ({3543619C-D563-43f7-95EA-4DA7E1CC396A}).,['T1546.015']
has used DLL search order hijacking.,['T1574.001']
has used DLL side-loading.,['T1574.002']
has used DLL side-loading to load malicious payloads.,['T1574.002']
has used encoded PowerShell scripts uploaded to  installations to download and install .  also used PowerShell scripts to evade defenses.,['T1059.001']
has used Mshta.exe to execute its  payload.,['T1218.005']
has used mshta.exe to execute VBScript to execute malicious code on victim systems.,['T1218.005']
has used powershell.exe to download and execute scripts.,['T1059.001']
has used PowerShell-based tools and shellcode loaders for execution.,['T1059.001']
has used PowerShell for execution.,['T1059.001']
has used PowerShell for execution and privilege escalation.,['T1059.001']
has used PowerShell for execution of a payload.,['T1059.001']
"has used PowerShell scripts for execution, including use of a macro to run a PowerShell command to decode file contents.",['T1059.001']
has used process hollowing in iexplore.exe to load the  implant.,['T1055.012']
has used RDP connections to move across the victim network.,['T1021.001']
has used RDP for.,['T1021.001']
has used RDP to move laterally to systems in the victim environment.,['T1021.001']
has used Registry Run keys for persistence. The group has also set a Startup path to launch the PowerShell shell command and download Cobalt Strike.,['T1547.001']
has used regsvr32.exe to execute a server variant of  in victim networks.,['T1218.010']
has used regsvr32 for execution.,['T1218.010']
has used Remote Desktop Protocol for lateral movement. The group has also used tunneling tools to tunnel RDP into the environment.,['T1021.001']
has used Remote Desktop Protocol to conduct lateral movement.,['T1021.001']
has used scheduled tasks to persist on victim systems.,['T1053.005']
has used spearphishing with an attachment to deliver files with exploits to initial victims.,['T1598.002']
has used stolen certificates to sign its malware.,['T1553.002']
has used the meek domain fronting plugin for Tor to hide the destination of C2 traffic.,['T1090.004']
has used the sticky-keys technique to bypass the RDP login screen on remote systems during intrusions.,['T1546.008']
has used valid digital certificates from Sysprint AG to sign its  dropper.,['T1553.002']
"has used Web shells, often to maintain access to a victim network.",['T1505.003']
has used Web shells to maintain access to victim websites.,['T1505.003']
has used Windows DDE for execution of commands and a malicious VBS.,['T1559.002']
has used WMI event filters to establish persistence.,['T1546.003']
has used WMI for persistence.,['T1546.003']
hides many of its backdoor payloads in an alternate data stream (ADS).,['T1564.004']
hollows out a newly created process RegASM.exe and injects its payload into the hollowed process.,['T1055.012']
identifies and kills anti-malware processes.,['T1562.001']
identifies security software such as antivirus through the Security module.,['T1518.001']
"If an initial connectivity check fails,  attempts to extract proxy details and credentials from Windows Protected Storage and from the IE Credentials Store. This allows the adversary to use the proxy credentials for subsequent requests if they enable outbound HTTP access.",['T1552.001']
"If running as administrator,  installs itself as a new service named bmwappushservice to establish persistence.",['T1543.003']
includes a capability to modify the "beacon" payload to eliminate known signatures or unpacking methods.,['T1027.005']
includes garbage code to mislead anti-malware software and researchers.,['T1027.001']
installer searches the Registry and system to see if specific antivirus tools are installed on the system.,['T1518.001']
"installs a copy of itself in a randomly selected service, then overwrites the ServiceDLL entry in the service's Registry entry.",['T1543.003']
installs a registry Run key to establish persistence.,['T1547.001']
installs a root certificate to aid in man-in-the-middle actions.,['T1553.004']
installs a service pointing to a malicious DLL dropped to disk.,['T1543.003']
installs itself as a new service.,['T1543.003']
"installs itself as a new service with automatic startup to establish persistence. The service checks every 60 seconds to determine if the malware is running; if not, it will spawn a new instance.",['T1543.003']
installs itself under Registry Run key to establish persistence.,['T1547.001']
Invoke-Kerberoast module can request service tickets and return crackable ticket hashes.,['T1558.003']
is a PowerShell backdoor.,['T1059.001']
is a Volume Boot Record (VBR) bootkit that uses the VBR to maintain persistence.,['T1542.003']
is a Web shell. The ASPXTool version used by  has been deployed to accessible servers running Internet Information Services (IIS).,['T1505.003']
is capable of accessing locally stored passwords on victims.,['T1552.001']
is capable of configuring itself as a service.,['T1543.003']
is capable of deleting files. It has been observed loading a Linux Kernel Module (LKM) and then deleting it from the hard disk as well as overwriting the data with null bytes.,['T1070.004']
is capable of deleting files on the victim. It also securely removes itself after collecting and exfiltrating data.,['T1070.004']
is capable of file deletion along with other file system interaction.,['T1070.004']
